 Hello date	time	Eacc	std_Eacc	Qo	std_Qo	Pinc_correct	std_Pinc_correct	Pref_correct	std_Pref_correct	Pt_correct	std_Pt_correct	Bstar	std_Bstar	Ql	std_Ql	Q0star	std_Q0star	Ploss	std_Ploss	B1	std_B1	B2	std_B2	Qe1	std_Qe1	Qe2	std_Qe2	FreqHz	tau	Rad	dewar_temp_K	Pi_meas	Pr_meas	Pt_meas	ci	cr	ct	PHOMA_meas	PHOMB_meas	cHOMA	cHOMB	PHOMA_correct	std_PHOMA_correct	PHOMB_correct	std_PHOMB_correct	Qext_HOMA	std_Qext_HOMA	Qext_HOMB	std_Qext_HOMB	PHOMC_meas	PHOMD_meas	cHOMC	cHOMD	PHOMC_correct	std_PHOMC_correct	PHOMD_correct	std_PHOMD_correct	Qext_HOMC	std_Qext_HOMAC	Qext_HOMD	std_Qext_HOMAD	sqRoot_RQL	DewarPressure100	commentcomment
1/26/2024	3:39:50 PM	1.010263981E+1	4.974696937E-1	1.122138017E+10	1.015035945E+9	6.550952864E+0	5.084906996E-1	1.386041229E+0	1.075857592E-1	2.421347748E-2	1.762768677E-3	2.703543932E+0	0.000000000E+0	3.010406551E+9	2.769280946E+8	8.128448336E+8	7.599721479E+7	5.131676497E+0	5.197507555E-1	2.721053347E+0	6.236289495E-2	4.718434122E-3	5.800405355E-4	4.123910391E+9	3.848178259E+8	2.378200031E+12	2.793642888E+11	1.496527742E+9	3.247759822E-1	2.995566173E-3	2.066666595E+0	1.044494020E-3	1.258140400E-4	7.322401180E-5	6.271891211E+3	1.101658629E+4	3.306767396E+2	8.425883940E-6	2.827398790E-5	2.568501907E+2	2.425363891E+2	2.164189897E-3	1.514933865E-4	6.857470932E-3	4.800232983E-4	2.660787437E+13	3.170573985E+12	8.397336783E+12	1.000620263E+12	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:40:16 PM	1.051940100E+1	5.179916516E-1	1.121530916E+10	1.011210974E+9	7.081304737E+0	5.496570752E-1	1.478445193E+0	1.147582356E-1	2.625242639E-2	1.911206398E-3	2.682740094E+0	0.000000000E+0	3.025777746E+9	2.774311272E+8	8.216104499E+8	7.656221419E+7	5.566812325E+0	5.615125151E-1	2.700111853E+0	6.172999985E-2	4.715881345E-3	5.781159518E-4	4.153646134E+9	3.863587494E+8	2.378200031E+12	2.793642888E+11	1.496527702E+9	3.247759822E-1	9.990043058E-4	2.066666595E+0	1.129054140E-3	1.342017530E-4	7.939000010E-5	6.271891211E+3	1.101658629E+4	3.306767396E+2	9.132393940E-6	3.071347740E-5	2.568501907E+2	2.425363891E+2	2.345657125E-3	1.641961004E-4	7.449135906E-3	5.214398753E-4	2.661664425E+13	3.171618998E+12	8.381310535E+12	9.987105871E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:40:42 PM	1.092162259E+1	5.377976576E-1	1.113317636E+10	9.992220595E+8	7.650610449E+0	5.938470819E-1	1.566803988E+0	1.216167225E-1	2.829839196E-2	2.060154940E-3	2.653251050E+0	0.000000000E+0	3.027995536E+9	2.763478976E+8	8.288495628E+8	7.687402959E+7	6.044926844E+0	6.061761930E-1	2.670316167E+0	6.082727975E-2	4.681345646E-3	5.716207031E-4	4.169235274E+9	3.860599744E+8	2.378200031E+12	2.793642888E+11	1.496527651E+9	3.247759822E-1	4.499723388E-3	2.066666595E+0	1.219825120E-3	1.422222770E-4	8.557720750E-5	6.271891211E+3	1.101658629E+4	3.306767396E+2	9.857900320E-6	3.318768720E-5	2.568501907E+2	2.425363891E+2	2.532003578E-3	1.772403601E-4	8.049221817E-3	5.634459182E-4	2.657943979E+13	3.167185742E+12	8.360961862E+12	9.962858547E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:41:08 PM	1.133649029E+1	5.582263778E-1	1.116125456E+10	1.004472030E+9	8.246996744E+0	6.401391070E-1	1.708591650E+0	1.326224047E-1	3.048910450E-2	2.219641220E-3	2.670852852E+0	0.000000000E+0	3.021024512E+9	2.764745491E+8	8.229761949E+8	7.654343571E+7	6.496508872E+0	6.537370351E-1	2.688077278E+0	6.136555073E-2	4.693152137E-3	5.744117044E-4	4.152133067E+9	3.855115103E+8	2.378200031E+12	2.793642888E+11	1.496527608E+9	3.247759822E-1	9.974943791E-4	2.066666595E+0	1.314913870E-3	1.550926580E-4	9.220214440E-5	6.271891211E+3	1.101658629E+4	3.306767396E+2	1.061765650E-5	3.578831890E-5	2.568501907E+2	2.425363891E+2	2.727147097E-3	1.909004149E-4	8.679969639E-3	6.075982964E-4	2.658792748E+13	3.168197129E+12	8.353622451E+12	9.954112960E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:41:34 PM	1.173688883E+1	5.779426147E-1	1.110414738E+10	9.958882913E+8	8.851291894E+0	6.870450244E-1	1.807049141E+0	1.402647611E-1	3.268085499E-2	2.379203065E-3	2.648548812E+0	0.000000000E+0	3.024038497E+9	2.757818799E+8	8.288332301E+8	7.681463908E+7	6.999331660E+0	7.012212175E-1	2.665543181E+0	6.068239611E-2	4.669139367E-3	5.697703259E-4	4.165810355E+9	3.854640788E+8	2.378200031E+12	2.793642888E+11	1.496527552E+9	3.247759822E-1	1.989695711E-3	2.066666595E+0	1.411263620E-3	1.640298630E-4	9.883022020E-5	6.271891211E+3	1.101658629E+4	3.306767396E+2	1.137572900E-5	3.837931640E-5	2.568501907E+2	2.425363891E+2	2.921858164E-3	2.045301980E-4	9.308380817E-3	6.515871093E-4	2.660006270E+13	3.169643152E+12	8.349638017E+12	9.949365139E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:42:00 PM	1.214076673E+1	5.978301809E-1	1.114506685E+10	1.005113643E+9	9.494222083E+0	7.369498272E-1	1.984332256E+0	1.540256313E-1	3.496871371E-2	2.545761693E-3	2.684393168E+0	0.000000000E+0	3.005581465E+9	2.756450800E+8	8.157602427E+8	7.603550032E+7	7.461830162E+0	7.528784485E-1	2.701682631E+0	6.177718848E-2	4.686345434E-3	5.746141455E-4	4.125231708E+9	3.838046219E+8	2.378200031E+12	2.793642888E+11	1.496527502E+9	3.247759822E-1	2.997832539E-3	2.066666595E+0	1.513773400E-3	1.801222450E-4	1.057489370E-4	6.271891211E+3	1.101658629E+4	3.306767396E+2	1.217991210E-5	4.107647040E-5	2.568501907E+2	2.425363891E+2	3.128412746E-3	2.189890277E-4	9.962538809E-3	6.973782006E-4	2.658299999E+13	3.167609973E+12	8.347530444E+12	9.946853771E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:42:26 PM	1.255387637E+1	6.181723325E-1	1.108298996E+10	9.947757793E+8	1.015462049E+1	7.882105286E-1	2.080292032E+0	1.614741130E-1	3.738893743E-2	2.721956639E-3	2.653744959E+0	0.000000000E+0	3.014025080E+9	2.750893142E+8	8.249139207E+8	7.651370278E+7	8.022958827E+0	8.045854489E-1	2.670736434E+0	6.083990397E-2	4.660242964E-3	5.690742066E-4	4.149787983E+9	3.842814365E+8	2.378200031E+12	2.793642888E+11	1.496527451E+9	3.247759822E-1	9.967402717E-4	2.066666595E+0	1.619068340E-3	1.888327270E-4	1.130679390E-4	6.271891211E+3	1.101658629E+4	3.306767396E+2	1.303019710E-5	4.384449890E-5	2.568501907E+2	2.425363891E+2	3.346808611E-3	2.342767477E-4	1.063388645E-2	7.443725678E-4	2.656810785E+13	3.165835437E+12	8.361794399E+12	9.963850592E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:42:53 PM	1.295086898E+1	6.377208569E-1	1.103471424E+10	9.859707066E+8	1.079951754E+1	8.382680011E-1	2.169099081E+0	1.683673937E-1	3.979103609E-2	2.896832062E-3	2.624268910E+0	0.000000000E+0	3.025389954E+9	2.748590852E+8	8.347586865E+8	7.706602441E+7	8.575758392E+0	8.550145622E-1	2.640995445E+0	5.993665937E-2	4.639943696E-3	5.643757933E-4	4.178240542E+9	3.851871089E+8	2.378200031E+12	2.793642888E+11	1.496527393E+9	3.247759822E-1	6.478872501E-3	2.066666595E+0	1.721891720E-3	1.968939400E-4	1.203321290E-4	6.271891211E+3	1.101658629E+4	3.306767396E+2	1.385591360E-5	4.663276130E-5	2.568501907E+2	2.425363891E+2	3.558894051E-3	2.491227377E-4	1.131014154E-2	7.917104572E-4	2.659001417E+13	3.168445777E+12	8.366919451E+12	9.969957564E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:43:20 PM	1.337381732E+1	6.585474813E-1	1.099343484E+10	9.800583320E+8	1.153013517E+1	8.949791794E-1	2.292470944E+0	1.779436255E-1	4.243245907E-2	3.089130557E-3	2.609438373E+0	0.000000000E+0	3.026528570E+9	2.743287896E+8	8.385040156E+8	7.723045777E+7	9.179376319E+0	9.125031459E-1	2.626007985E+0	5.948049700E-2	4.622586284E-3	5.611567324E-4	4.186367638E+9	3.850699574E+8	2.378200031E+12	2.793642888E+11	1.496527335E+9	3.247759822E-1	2.997832539E-3	2.066666595E+0	1.838382520E-3	2.080926780E-4	1.283200600E-4	6.271891211E+3	1.101658629E+4	3.306767396E+2	1.477998330E-5	4.972121990E-5	2.568501907E+2	2.425363891E+2	3.796241530E-3	2.657370715E-4	1.205920514E-2	8.441449454E-4	2.658231165E+13	3.167527951E+12	8.368119980E+12	9.971388106E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:43:46 PM	1.379164889E+1	6.791221485E-1	1.096189477E+10	9.764196109E+8	1.228530882E+1	9.535964174E-1	2.433330989E+0	1.888773052E-1	4.512526988E-2	3.285170143E-3	2.603919958E+0	0.000000000E+0	3.022523109E+9	2.737296220E+8	8.386765369E+8	7.717866817E+7	9.789997120E+0	9.721277903E-1	2.620405438E+0	5.930979825E-2	4.609324122E-3	5.591345037E-4	4.183281949E+9	3.844630523E+8	2.378200031E+12	2.793642888E+11	1.496527278E+9	3.247759822E-1	3.980857910E-3	2.066666595E+0	1.958788570E-3	2.208788570E-4	1.364633930E-4	6.271891211E+3	1.101658629E+4	3.306767396E+2	1.573360790E-5	5.283436780E-5	2.568501907E+2	2.425363891E+2	4.041180190E-3	2.828827883E-4	1.281425679E-2	8.969985976E-4	2.655583596E+13	3.164373127E+12	8.374806278E+12	9.979355448E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:44:12 PM	1.418730989E+1	6.986051032E-1	1.094920410E+10	9.750942284E+8	1.301240659E+1	1.010034382E+0	2.575042185E+0	1.998770521E-1	4.775155712E-2	3.476366741E-3	2.602628369E+0	0.000000000E+0	3.020129790E+9	2.734571906E+8	8.383128874E+8	7.712924039E+7	1.037178169E+1	1.029627779E+0	2.619085276E+0	5.926956177E-2	4.603987874E-3	5.583900441E-4	4.180545094E+9	3.841353008E+8	2.378200031E+12	2.793642888E+11	1.496527215E+9	3.247759822E-1	9.967402717E-4	2.066666595E+0	2.074718160E-3	2.337422970E-4	1.444055520E-4	6.271891211E+3	1.101658629E+4	3.306767396E+2	1.665516480E-5	5.588142640E-5	2.568501907E+2	2.425363891E+2	4.277882256E-3	2.994519432E-4	1.355327938E-2	9.487302148E-4	2.654648908E+13	3.163259361E+12	8.378987213E+12	9.984337418E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:44:38 PM	1.461476603E+1	7.196536996E-1	1.093559042E+10	9.714991825E+8	1.378713957E+1	1.070169832E+0	2.697650985E+0	2.093940542E-1	5.067236359E-2	3.689004661E-3	2.586411916E+0	0.000000000E+0	3.030036468E+9	2.736698383E+8	8.448657151E+8	7.753477103E+7	1.101989120E+1	1.090469653E+0	2.602746698E+0	5.877125647E-2	4.598263511E-3	5.565030151E-4	4.201557698E+9	3.851277161E+8	2.378200031E+12	2.793642888E+11	1.496527156E+9	3.247759822E-1	1.488199976E-3	2.066666595E+0	2.198242780E-3	2.448717700E-4	1.532383670E-4	6.271891211E+3	1.101658629E+4	3.306767396E+2	1.766859250E-5	5.931829250E-5	2.568501907E+2	2.425363891E+2	4.538181354E-3	3.176728913E-4	1.438684447E-2	1.007079812E-3	2.655447353E+13	3.164210782E+12	8.376334148E+12	9.981176045E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:45:05 PM	1.504849461E+1	7.410111605E-1	1.091708744E+10	9.677754945E+8	1.460653663E+1	1.133772148E+0	2.829267783E+0	2.196102650E-1	5.372464349E-2	3.911213992E-3	2.572144235E+0	0.000000000E+0	3.037024862E+9	2.737006828E+8	8.501965940E+8	7.785002690E+7	1.170348314E+1	1.154852589E+0	2.588360560E+0	5.833184055E-2	4.590483265E-3	5.545173162E-4	4.217761471E+9	3.857882127E+8	2.378200031E+12	2.793642888E+11	1.496527083E+9	3.247759822E-1	9.944813687E-4	2.066666595E+0	2.328888710E-3	2.568189190E-4	1.624687710E-4	6.271891211E+3	1.101658629E+4	3.306767396E+2	1.873725990E-5	6.287056210E-5	2.568501907E+2	2.425363891E+2	4.812668779E-3	3.368870230E-4	1.524839911E-2	1.067388679E-3	2.654825309E+13	3.163469559E+12	8.379105756E+12	9.984478672E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:45:31 PM	1.547822056E+1	7.621715258E-1	1.086357388E+10	9.611510178E+8	1.549387966E+1	1.202648489E+0	2.973374955E+0	2.307959896E-1	5.683678315E-2	4.137781179E-3	2.559170080E+0	0.000000000E+0	3.033243618E+9	2.728147104E+8	8.522334000E+8	7.787788570E+7	1.244242833E+1	1.224601446E+0	2.575228901E+0	5.793012402E-2	4.567981559E-3	5.508538994E-4	4.218488648E+9	3.851042737E+8	2.378200031E+12	2.793642888E+11	1.496527014E+9	3.247759822E-1	2.488904905E-3	2.066666595E+0	2.470368050E-3	2.698998470E-4	1.718801970E-4	6.271891211E+3	1.101658629E+4	3.306767396E+2	1.984741460E-5	6.655406150E-5	2.568501907E+2	2.425363891E+2	5.097812226E-3	3.568470766E-4	1.614178176E-2	1.129925507E-3	2.651514678E+13	3.159524636E+12	8.373873557E+12	9.978244024E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:45:57 PM	1.588620093E+1	7.822611054E-1	1.085704050E+10	9.604025177E+8	1.632789274E+1	1.267385312E+0	3.130782088E+0	2.430140688E-1	5.987251896E-2	4.358786082E-3	2.557998987E+0	0.000000000E+0	3.032433128E+9	2.726923747E+8	8.522861134E+8	7.786831167E+7	1.311488398E+1	1.290481275E+0	2.574036929E+0	5.789366684E-2	4.565234361E-3	5.504367004E-4	4.217903937E+9	3.849828205E+8	2.378200031E+12	2.793642888E+11	1.496526941E+9	3.247759822E-1	9.959867345E-4	2.066666595E+0	2.603344380E-3	2.841880420E-4	1.810605700E-4	6.271891211E+3	1.101658629E+4	3.306767396E+2	2.089408210E-5	7.004105040E-5	2.568501907E+2	2.425363891E+2	5.366648973E-3	3.756656605E-4	1.698750346E-2	1.189126067E-3	2.653216694E+13	3.161552745E+12	8.381974833E+12	9.987897443E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:46:23 PM	1.627452898E+1	8.013829752E-1	1.082531574E+10	9.560384300E+8	1.715382837E+1	1.331495158E+0	3.263285534E+0	2.532991020E-1	6.283538553E-2	4.574486024E-3	2.547112976E+0	0.000000000E+0	3.032902334E+9	2.722809969E+8	8.550340388E+8	7.798682159E+7	1.380422699E+1	1.355382762E+0	2.563039706E+0	5.755681129E-2	4.551894543E-3	5.480429421E-4	4.223623893E+9	3.848795199E+8	2.378200031E+12	2.793642888E+11	1.496526872E+9	3.247759822E-1	1.488199976E-3	2.066794803E+0	2.735032830E-3	2.962156740E-4	1.900205790E-4	6.271891211E+3	1.101658629E+4	3.306767396E+2	2.192201100E-5	7.359630400E-5	2.568501907E+2	2.425363891E+2	5.630672707E-3	3.941473334E-4	1.784978183E-2	1.249485595E-3	2.653947824E+13	3.162423955E+12	8.371817496E+12	9.975794037E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.872999954E+1	6.932774249E+0	
1/26/2024	3:46:49 PM	1.669146509E+1	8.219135494E-1	1.079929202E+10	9.516022056E+8	1.804048663E+1	1.400318347E+0	3.394108323E+0	2.634536811E-1	6.609617761E-2	4.811875271E-3	2.532004080E+0	0.000000000E+0	3.038598233E+9	2.721665938E+8	8.603042818E+8	7.828369761E+7	1.455557747E+1	1.424894511E+0	2.547799268E+0	5.708940778E-2	4.540951930E-3	5.456441181E-4	4.238674591E+9	3.853864569E+8	2.378200031E+12	2.793642888E+11	1.496526804E+9	3.247759822E-1	3.487367103E-3	2.066666595E+0	2.876402990E-3	3.080907490E-4	1.998815450E-4	6.271891211E+3	1.101658629E+4	3.306767396E+2	2.304798180E-5	7.745139650E-5	2.568501907E+2	2.425363891E+2	5.919878522E-3	4.143917529E-4	1.878478204E-2	1.314935655E-3	2.655289818E+13	3.164023064E+12	8.367940138E+12	9.971173807E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:47:15 PM	1.711405307E+1	8.427224311E-1	1.076354813E+10	9.459852717E+8	1.897074984E+1	1.472526190E+0	3.522533362E+0	2.734221448E-1	6.948533841E-2	5.058609902E-3	2.514374867E+0	0.000000000E+0	3.043793086E+9	2.719053052E+8	8.660980122E+8	7.859618260E+7	1.535274725E+1	1.497705158E+0	2.530010207E+0	5.654289818E-2	4.525922122E-3	5.425862970E-4	4.254349685E+9	3.858052368E+8	2.378200031E+12	2.793642888E+11	1.496526722E+9	3.247759822E-1	8.000873392E-3	2.066666595E+0	3.024725590E-3	3.197481750E-4	2.101307110E-4	6.271891211E+3	1.101658629E+4	3.306767396E+2	2.422563540E-5	8.147862740E-5	2.568501907E+2	2.425363891E+2	6.222359074E-3	4.355654046E-4	1.976153208E-2	1.383308206E-3	2.655745706E+13	3.164566297E+12	8.362207609E+12	9.964342969E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:47:41 PM	1.752357486E+1	8.628879131E-1	1.075101396E+10	9.444451755E+8	1.990185085E+1	1.544799063E+0	3.686698147E+0	2.861647588E-1	7.285055160E-2	5.303601120E-3	2.511234697E+0	0.000000000E+0	3.042988579E+9	2.717041125E+8	8.666434580E+8	7.860741227E+7	1.611505526E+1	1.571090340E+0	2.526833041E+0	5.644517866E-2	4.520651678E-3	5.417317069E-4	4.254738554E+9	3.856612332E+8	2.378200031E+12	2.793642888E+11	1.496526657E+9	3.247759822E-1	1.591108511E-2	2.066666595E+0	3.173181770E-3	3.346497770E-4	2.203074570E-4	6.271891211E+3	1.101658629E+4	3.306767396E+2	2.539844330E-5	8.544408560E-5	2.568501907E+2	2.425363891E+2	6.523595006E-3	4.566519330E-4	2.072329999E-2	1.450632006E-3	2.655793069E+13	3.164622735E+12	8.360308642E+12	9.962080175E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:49:46 PM	1.761998255E+1	8.676351760E-1	1.081615554E+10	9.508126433E+8	2.001636304E+1	1.553687599E+0	3.720444132E+0	2.887841516E-1	7.365434574E-2	5.362118216E-3	2.515720659E+0	0.000000000E+0	3.057409006E+9	2.731815217E+8	8.696393437E+8	7.893518235E+7	1.619473450E+1	1.580307741E+0	2.531438836E+0	5.658685812E-2	4.548042806E-3	5.453402067E-4	4.272730348E+9	3.875551215E+8	2.378200031E+12	2.793642888E+11	1.496526638E+9	3.247759822E-1	3.097886899E-2	2.066666595E+0	3.191439770E-3	3.377129750E-4	2.227382120E-4	6.271891211E+3	1.101658629E+4	3.306767396E+2	2.564776600E-5	8.634759150E-5	2.568501907E+2	2.425363891E+2	6.587633589E-3	4.611346366E-4	2.094243305E-2	1.465971331E-3	2.658993778E+13	3.168436675E+12	8.364107783E+12	9.966607202E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:50:16 PM	1.799202663E+1	8.859551978E-1	1.077092435E+10	9.439149479E+8	2.088221399E+1	1.620895707E+0	3.819938778E+0	2.965070130E-1	7.679759117E-2	5.590949938E-3	2.494674717E+0	0.000000000E+0	3.063037245E+9	2.728181110E+8	8.764870820E+8	7.929900403E+7	1.695676505E+1	1.647802515E+0	2.510197344E+0	5.593303558E-2	4.529023722E-3	5.415719927E-4	4.290867561E+9	3.879968564E+8	2.378200031E+12	2.793642888E+11	1.496526570E+9	3.247759822E-1	3.109623541E-2	2.066666595E+0	3.329492380E-3	3.467443250E-4	2.322437050E-4	6.271891211E+3	1.101658629E+4	3.306767396E+2	2.675172590E-5	9.005405470E-5	2.568501907E+2	2.425363891E+2	6.871185900E-3	4.809833106E-4	2.184138525E-2	1.528898029E-3	2.658056940E+13	3.167320346E+12	8.362108518E+12	9.964224893E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:50:43 PM	1.838849678E+1	9.054779973E-1	1.077350687E+10	9.446635625E+8	2.182164238E+1	1.693814959E+0	4.003380253E+0	3.107459005E-1	8.021948764E-2	5.840067761E-3	2.498468828E+0	0.000000000E+0	3.060447346E+9	2.727422553E+8	8.747962313E+8	7.919207266E+7	1.770806760E+1	1.722094375E+0	2.514016407E+0	5.605071502E-2	4.530109634E-3	5.419683571E-4	4.285376515E+9	3.877153672E+8	2.378200031E+12	2.793642888E+11	1.496526495E+9	3.247759822E-1	4.604411571E-2	2.066666595E+0	3.479276290E-3	3.633957150E-4	2.425918670E-4	6.271891211E+3	1.101658629E+4	3.306767396E+2	2.793537540E-5	9.400582600E-5	2.568501907E+2	2.425363891E+2	7.175206500E-3	5.022647658E-4	2.279983360E-2	1.595989459E-3	2.658850138E+13	3.168265515E+12	8.367516682E+12	9.970669221E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:51:09 PM	1.878142364E+1	9.248263203E-1	1.073088788E+10	9.366616290E+8	2.273187060E+1	1.764467668E+0	4.070637537E+0	3.159664696E-1	8.368438829E-2	6.092316336E-3	2.467218769E+0	0.000000000E+0	3.075893147E+9	2.728419614E+8	8.871355839E+8	7.992565391E+7	1.854629525E+1	1.792545989E+0	2.482508978E+0	5.507857135E-2	4.512188940E-3	5.376416574E-4	4.322597811E+9	3.893022040E+8	2.378200031E+12	2.793642888E+11	1.496526420E+9	3.247759822E-1	1.186848806E-1	2.066666595E+0	3.624404480E-3	3.695008080E-4	2.530700780E-4	6.271891211E+3	1.101658629E+4	3.306767396E+2	2.914113910E-5	9.799982520E-5	2.568501907E+2	2.425363891E+2	7.484907136E-3	5.239438237E-4	2.376852374E-2	1.663797816E-3	2.658926974E+13	3.168357071E+12	8.373183668E+12	9.977421958E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
